;遥信表
;所属厂站,所属通道,所属RTU,编号,名称,描述,地址,备地址,所属间隔,所属设备,点类型,人工置数值,挂牌号,画面名称,属性,报警属性,统计属性
1,1,1,64,"RTU001_YX00064","1#高后备_零序过压告警投退","19BH","19BH",0,0,1,0,0,"",4,202,0
1,1,1,65,"RTU001_YX00065","1#高后备_零序过压跳闸投退","19CH","19CH",0,0,1,0,0,"",4,202,0
1,1,1,66,"RTU001_YX00066","1#高后备_零序过流I段投退","19DH","19DH",0,0,1,0,0,"",4,202,0
1,1,1,67,"RTU001_YX00067","1#高后备_零序过流Ⅱ段投退","19EH","19EH",0,0,1,0,0,"",4,202,0
1,1,1,68,"RTU001_YX00068","1#高后备_零序过流Ⅲ段告警投退","19FH","19FH",0,0,1,0,0,"",4,202,0
1,1,1,69,"RTU001_YX00069","1#高后备_零序过流Ⅲ段跳闸投退","1A0H","1A0H",0,0,1,0,0,"",4,202,0
1,1,1,70,"RTU001_YX00070","1#高后备_低压零序过流定时限投退","1A1H","1A1H",0,0,1,0,0,"",4,202,0
1,1,1,71,"RTU001_YX00071","1#高后备_低压零序过流反时限投退","1A2H","1A2H",0,0,1,0,0,"",4,202,0
1,1,1,72,"RTU001_YX00072","1#高后备_低电压保护投退","1A3H","1A3H",0,0,1,0,0,"",4,202,0
1,1,1,73,"RTU001_YX00073","1#高后备_过电压保护投退","1A4H","1A4H",0,0,1,0,0,"",4,202,0
1,1,1,74,"RTU001_YX00074","1#高后备_重瓦斯跳闸投退","1A5H","1A5H",0,0,1,0,0,"",4,202,0
1,1,1,75,"RTU001_YX00075","1#高后备_轻瓦斯告警投退","1A6H","1A6H",0,0,1,0,0,"",4,202,0
1,1,1,76,"RTU001_YX00076","1#高后备_超温跳闸投退","1A7H","1A7H",0,0,1,0,0,"",4,202,0
1,1,1,77,"RTU001_YX00077","1#高后备_温度告警投退","1A8H","1A8H",0,0,1,0,0,"",4,202,0
1,1,1,78,"RTU001_YX00078","1#高后备_压力释放投退","1A9H","1A9H",0,0,1,0,0,"",4,202,0
1,1,1,79,"RTU001_YX00079","1#高后备_非电量保护投退","1AAH","1AAH",0,0,1,0,0,"",4,202,0
1,1,1,80,"RTU001_YX00080","1#高后备_PT断线投退","1ABH","1ABH",0,0,1,0,0,"",4,202,0
1,1,1,81,"RTU001_YX00081","1#高后备_PT断线闭锁投退","1ACH","1ACH",0,0,1,0,0,"",4,202,0
1,1,1,82,"RTU001_YX00082","1#高后备_控制回路断线告警投退","1ADH","1ADH",0,0,1,0,0,"",4,202,0
1,1,1,83,"RTU001_YX00083","1#高后备_备用投退","1AEH","1AEH",0,0,1,0,0,"",4,202,0
1,1,1,84,"RTU001_YX00084","1#高后备_备用投退","1AFH","1AFH",0,0,1,0,0,"",4,202,0
1,1,2,85,"RTU002_YX00085","1#低后备_断路器合闸位置遥信","1H","1H",0,0,1,0,0,"",4,202,0
1,1,2,86,"RTU002_YX00086","1#低后备_断路器分闸位置遥信","2H","2H",0,0,0,0,0,"",4,202,0
1,1,2,87,"RTU002_YX00087","1#低后备_小车工作位置遥信","3H","3H",0,0,0,0,0,"",4,202,0
1,1,2,88,"RTU002_YX00088","1#低后备_小车试验位置遥信","4H","4H",0,0,0,0,0,"",4,202,0
1,1,2,89,"RTU002_YX00089","1#低后备_接地刀位置遥信","5H","5H",0,0,0,0,0,"",4,202,0
1,1,2,90,"RTU002_YX00090","1#低后备_弹簧已储能遥信","6H","6H",0,0,0,0,0,"",4,202,0
1,1,2,91,"RTU002_YX00091","1#低后备_重瓦斯跳闸遥信","7H","7H",0,0,0,0,0,"",4,202,0
1,1,2,92,"RTU002_YX00092","1#低后备_轻瓦斯告警遥信","8H","8H",0,0,0,0,0,"",4,202,0
1,1,2,93,"RTU002_YX00093","1#低后备_超温跳闸遥信","9H","9H",0,0,0,0,0,"",4,202,0
1,1,2,94,"RTU002_YX00094","1#低后备_温度告警遥信","AH","AH",0,0,0,0,0,"",4,202,0
1,1,2,95,"RTU002_YX00095","1#低后备_压力释放遥信","BH","BH",0,0,0,0,0,"",4,202,0
1,1,2,96,"RTU002_YX00096","1#低后备_开入12遥信","CH","CH",0,0,0,0,0,"",4,202,0
1,1,2,97,"RTU002_YX00097","1#低后备_开入13遥信","DH","DH",0,0,0,0,0,"",4,202,0
1,1,2,98,"RTU002_YX00098","1#低后备_HWJ信号遥信","EH","EH",0,0,0,0,0,"",4,202,0
1,1,2,99,"RTU002_YX00099","1#低后备_TWJ信号遥信","FH","FH",0,0,0,0,0,"",4,202,0
1,1,2,100,"RTU002_YX00100","1#低后备_手合开入遥信","10H","10H",0,0,0,0,0,"",4,202,0
1,1,2,101,"RTU002_YX00101","1#低后备_手跳开入遥信","11H","11H",0,0,0,0,0,"",4,202,0
1,1,2,102,"RTU002_YX00102","1#低后备_加热回路1遥信","12H","12H",0,0,0,0,0,"",4,202,0
1,1,2,103,"RTU002_YX00103","1#低后备_加热回路2遥信","13H","13H",0,0,0,0,0,"",4,202,0
1,1,2,104,"RTU002_YX00104","1#低后备_远方就地信号","14H","14H",0,0,0,0,0,"",4,202,0
1,1,2,105,"RTU002_YX00105","1#低后备_电流速断保护跳闸","C8H","C8H",0,0,5,0,0,"",4,202,0
1,1,2,106,"RTU002_YX00106","1#低后备_限时电流速断保护跳闸","C9H","C9H",0,0,5,0,0,"",4,202,0
1,1,2,107,"RTU002_YX00107","1#低后备_定时限过电流保护跳闸","CAH","CAH",0,0,5,0,0,"",4,202,0
1,1,2,108,"RTU002_YX00108","1#低后备_反时限过电流保护跳闸","CBH","CBH",0,0,5,0,0,"",4,202,0
1,1,2,109,"RTU002_YX00109","1#低后备_负序定时限过流保护跳闸","CCH","CCH",0,0,5,0,0,"",4,202,0
1,1,2,110,"RTU002_YX00110","1#低后备_负序反时限过流保护跳闸","CDH","CDH",0,0,5,0,0,"",4,202,0
1,1,2,111,"RTU002_YX00111","1#低后备_过负荷告警","CEH","CEH",0,0,5,0,0,"",4,202,0
1,1,2,112,"RTU002_YX00112","1#低后备_过负荷跳闸","CFH","CFH",0,0,5,0,0,"",4,202,0
1,1,2,113,"RTU002_YX00113","1#低后备_零序过压告警","D0H","D0H",0,0,5,0,0,"",4,202,0
1,1,2,114,"RTU002_YX00114","1#低后备_零序过压跳闸","D1H","D1H",0,0,5,0,0,"",4,202,0
1,1,2,115,"RTU002_YX00115","1#低后备_零序过流I段跳闸","D2H","D2H",0,0,5,0,0,"",4,202,0
1,1,2,116,"RTU002_YX00116","1#低后备_零序过流Ⅱ段跳闸","D3H","D3H",0,0,5,0,0,"",4,202,0
1,1,2,117,"RTU002_YX00117","1#低后备_零序过流Ⅲ段告警","D4H","D4H",0,0,5,0,0,"",4,202,0
1,1,2,118,"RTU002_YX00118","1#低后备_零序过流Ⅲ段跳闸","D5H","D5H",0,0,5,0,0,"",4,202,0
1,1,2,119,"RTU002_YX00119","1#低后备_低压零序定时限过流跳闸","D6H","D6H",0,0,5,0,0,"",4,202,0
1,1,2,120,"RTU002_YX00120","1#低后备_低压零序反时限过流跳闸","D7H","D7H",0,0,5,0,0,"",4,202,0
1,1,2,121,"RTU002_YX00121","1#低后备_低电压跳闸","D8H","D8H",0,0,5,0,0,"",4,202,0
1,1,2,122,"RTU002_YX00122","1#低后备_过电压跳闸","D9H","D9H",0,0,5,0,0,"",4,202,0
1,1,2,123,"RTU002_YX00123","1#低后备_重瓦斯跳闸","DAH","DAH",0,0,5,0,0,"",4,202,0
1,1,2,124,"RTU002_YX00124","1#低后备_轻瓦斯告警","DBH","DBH",0,0,5,0,0,"",4,202,0
1,1,2,125,"RTU002_YX00125","1#低后备_超温跳闸","DCH","DCH",0,0,5,0,0,"",4,202,0
1,1,2,126,"RTU002_YX00126","1#低后备_温度告警","DDH","DDH",0,0,5,0,0,"",4,202,0
1,1,2,127,"RTU002_YX00127","1#低后备_压力释放跳闸","DEH","DEH",0,0,5,0,0,"",4,202,0
1,1,2,128,"RTU002_YX00128","1#低后备_非电量保护跳闸","DFH","DFH",0,0,5,0,0,"",4,202,0
1,1,2,129,"RTU002_YX00129","1#低后备_PT断线告警","E0H","E0H",0,0,5,0,0,"",4,202,0
1,1,2,130,"RTU002_YX00130","1#低后备_控制回路断线告警","E1H","E1H",0,0,5,0,0,"",4,202,0
1,1,2,131,"RTU002_YX00131","1#低后备_备用","E2H","E2H",0,0,5,0,0,"",4,202,0
1,1,2,132,"RTU002_YX00132","1#低后备_备用","E3H","E3H",0,0,5,0,0,"",4,202,0
1,1,2,133,"RTU002_YX00133","1#低后备_备用","E4H","E4H",0,0,5,0,0,"",4,202,0
1,1,2,134,"RTU002_YX00134","1#低后备_备用","E5H","E5H",0,0,5,0,0,"",4,202,0
1,1,2,135,"RTU002_YX00135","1#低后备_事故总信号","E6H","E6H",0,0,5,0,0,"",4,202,0
1,1,2,136,"RTU002_YX00136","1#低后备_预告总信号","E7H","E7H",0,0,5,0,0,"",4,202,0
1,1,2,137,"RTU002_YX00137","1#低后备_电流速断保护投退","190H","190H",0,0,1,0,0,"",4,202,0
1,1,2,138,"RTU002_YX00138","1#低后备_限时电流速断保护投退","191H","191H",0,0,1,0,0,"",4,202,0
1,1,2,139,"RTU002_YX00139","1#低后备_定时限过电流投退","192H","192H",0,0,1,0,0,"",4,202,0
1,1,2,140,"RTU002_YX00140","1#低后备_电流速断复压闭锁投退","193H","193H",0,0,1,0,0,"",4,202,0
1,1,2,141,"RTU002_YX00141","1#低后备_限时电流速断复压闭锁投退","194H","194H",0,0,1,0,0,"",4,202,0
1,1,2,142,"RTU002_YX00142","1#低后备_定时限过电流复压闭锁投退","195H","195H",0,0,1,0,0,"",4,202,0
1,1,2,143,"RTU002_YX00143","1#低后备_反时限过电流投退","196H","196H",0,0,1,0,0,"",4,202,0
1,1,2,144,"RTU002_YX00144","1#低后备_负序定时限过流投退","197H","197H",0,0,1,0,0,"",4,202,0
1,1,2,145,"RTU002_YX00145","1#低后备_负序反时限过流投退","198H","198H",0,0,1,0,0,"",4,202,0
1,1,2,146,"RTU002_YX00146","1#低后备_过负荷告警投退","199H","199H",0,0,1,0,0,"",4,202,0
1,1,2,147,"RTU002_YX00147","1#低后备_过负荷跳闸投退","19AH","19AH",0,0,1,0,0,"",4,202,0
1,1,2,148,"RTU002_YX00148","1#低后备_零序过压告警投退","19BH","19BH",0,0,1,0,0,"",4,202,0
1,1,2,149,"RTU002_YX00149","1#低后备_零序过压跳闸投退","19CH","19CH",0,0,1,0,0,"",4,202,0
1,1,2,150,"RTU002_YX00150","1#低后备_零序过流I段投退","19DH","19DH",0,0,1,0,0,"",4,202,0
1,1,2,151,"RTU002_YX00151","1#低后备_零序过流Ⅱ段投退","19EH","19EH",0,0,1,0,0,"",4,202,0
1,1,2,152,"RTU002_YX00152","1#低后备_零序过流Ⅲ段告警投退","19FH","19FH",0,0,1,0,0,"",4,202,0
1,1,2,153,"RTU002_YX00153","1#低后备_零序过流Ⅲ段跳闸投退","1A0H","1A0H",0,0,1,0,0,"",4,202,0
1,1,2,154,"RTU002_YX00154","1#低后备_低压零序过流定时限投退","1A1H","1A1H",0,0,1,0,0,"",4,202,0
1,1,2,155,"RTU002_YX00155","1#低后备_低压零序过流反时限投退","1A2H","1A2H",0,0,1,0,0,"",4,202,0
1,1,2,156,"RTU002_YX00156","1#低后备_低电压保护投退","1A3H","1A3H",0,0,1,0,0,"",4,202,0
1,1,2,157,"RTU002_YX00157","1#低后备_过电压保护投退","1A4H","1A4H",0,0,1,0,0,"",4,202,0
1,1,2,158,"RTU002_YX00158","1#低后备_重瓦斯跳闸投退","1A5H","1A5H",0,0,1,0,0,"",4,202,0
1,1,2,159,"RTU002_YX00159","1#低后备_轻瓦斯告警投退","1A6H","1A6H",0,0,1,0,0,"",4,202,0
1,1,2,160,"RTU002_YX00160","1#低后备_超温跳闸投退","1A7H","1A7H",0,0,1,0,0,"",4,202,0
1,1,2,161,"RTU002_YX00161","1#低后备_温度告警投退","1A8H","1A8H",0,0,1,0,0,"",4,202,0
1,1,2,162,"RTU002_YX00162","1#低后备_压力释放投退","1A9H","1A9H",0,0,1,0,0,"",4,202,0
1,1,2,163,"RTU002_YX00163","1#低后备_非电量保护投退","1AAH","1AAH",0,0,1,0,0,"",4,202,0
1,1,2,164,"RTU002_YX00164","1#低后备_PT断线投退","1ABH","1ABH",0,0,1,0,0,"",4,202,0
1,1,2,165,"RTU002_YX00165","1#低后备_PT断线闭锁投退","1ACH","1ACH",0,0,1,0,0,"",4,202,0
1,1,2,166,"RTU002_YX00166","1#低后备_控制回路断线告警投退","1ADH","1ADH",0,0,1,0,0,"",4,202,0
1,1,2,167,"RTU002_YX00167","1#低后备_备用投退","1AEH","1AEH",0,0,1,0,0,"",4,202,0
1,1,2,168,"RTU002_YX00168","1#低后备_备用投退","1AFH","1AFH",0,0,1,0,0,"",4,202,0
1,1,3,169,"RTU003_YX00169","1#差动保护_断路器合闸位置遥信","1H","1H",0,0,1,0,0,"",4,202,0
1,1,3,170,"RTU003_YX00170","1#差动保护_断路器分闸位置遥信","2H","2H",0,0,1,0,0,"",4,202,0
1,1,3,171,"RTU003_YX00171","1#差动保护_小车工作位置遥信","3H","3H",0,0,0,0,0,"",4,202,0
1,1,3,172,"RTU003_YX00172","1#差动保护_小车试验位置遥信","4H","4H",0,0,0,0,0,"",4,202,0
1,1,3,173,"RTU003_YX00173","1#差动保护_接地刀位置遥信","5H","5H",0,0,0,0,0,"",4,202,0
1,1,3,174,"RTU003_YX00174","1#差动保护_弹簧已储能遥信","6H","6H",0,0,0,0,0,"",4,202,0
1,1,3,175,"RTU003_YX00175","1#差动保护_重瓦斯跳闸遥信","7H","7H",0,0,0,0,0,"",4,202,0
1,1,3,176,"RTU003_YX00176","1#差动保护_轻瓦斯告警遥信","8H","8H",0,0,0,0,0,"",4,202,0
1,1,3,177,"RTU003_YX00177","1#差动保护_超温跳闸遥信","9H","9H",0,0,0,0,0,"",4,202,0
1,1,3,178,"RTU003_YX00178","1#差动保护_温度告警遥信","AH","AH",0,0,0,0,0,"",4,202,0
1,1,3,179,"RTU003_YX00179","1#差动保护_压力释放遥信","BH","BH",0,0,0,0,0,"",4,202,0
1,1,3,180,"RTU003_YX00180","1#差动保护_开入12遥信","CH","CH",0,0,0,0,0,"",4,202,0
1,1,3,181,"RTU003_YX00181","1#差动保护_开入13遥信","DH","DH",0,0,0,0,0,"",4,202,0
1,1,3,182,"RTU003_YX00182","1#差动保护_HWJ信号遥信","EH","EH",0,0,0,0,0,"",4,202,0
1,1,3,183,"RTU003_YX00183","1#差动保护_TWJ信号遥信","FH","FH",0,0,0,0,0,"",4,202,0
1,1,3,184,"RTU003_YX00184","1#差动保护_手合开入遥信","10H","10H",0,0,0,0,0,"",4,202,0
1,1,3,185,"RTU003_YX00185","1#差动保护_手跳开入遥信","11H","11H",0,0,0,0,0,"",4,202,0
1,1,3,186,"RTU003_YX00186","1#差动保护_加热断线1遥信","12H","12H",0,0,0,0,0,"",4,202,0
1,1,3,187,"RTU003_YX00187","1#差动保护_加热断线2遥信","13H","13H",0,0,0,0,0,"",4,202,0
1,1,3,188,"RTU003_YX00188","1#差动保护_远方就地信号","14H","14H",0,0,0,0,0,"",4,202,0
1,1,3,189,"RTU003_YX00189","1#差动保护_复合电压跳闸","C8H","C8H",0,0,5,0,0,"",4,202,0
1,1,3,190,"RTU003_YX00190","1#差动保护_电流速断保护跳闸","C9H","C9H",0,0,5,0,0,"",4,202,0
1,1,3,191,"RTU003_YX00191","1#差动保护_限时电流速断保护跳闸","CAH","CAH",0,0,5,0,0,"",4,202,0
1,1,3,192,"RTU003_YX00192","1#差动保护_定时限过电流保护跳闸","CBH","CBH",0,0,5,0,0,"",4,202,0
1,1,3,193,"RTU003_YX00193","1#差动保护_反时限过电流保护跳闸","CCH","CCH",0,0,5,0,0,"",4,202,0
1,1,3,194,"RTU003_YX00194","1#差动保护_负序定时限过流保护跳闸","CDH","CDH",0,0,5,0,0,"",4,202,0
1,1,3,195,"RTU003_YX00195","1#差动保护_负序反时限过流保护跳闸","CEH","CEH",0,0,5,0,0,"",4,202,0
1,1,3,196,"RTU003_YX00196","1#差动保护_过负荷告警","CFH","CFH",0,0,5,0,0,"",4,202,0
1,1,3,197,"RTU003_YX00197","1#差动保护_过负荷跳闸","D0H","D0H",0,0,5,0,0,"",4,202,0
1,1,3,198,"RTU003_YX00198","1#差动保护_零序过流I段跳闸","D1H","D1H",0,0,5,0,0,"",4,202,0
1,1,3,199,"RTU003_YX00199","1#差动保护_零序过流Ⅱ段跳闸","D2H","D2H",0,0,5,0,0,"",4,202,0
1,1,3,200,"RTU003_YX00200","1#差动保护_零序过流Ⅲ段告警","D3H","D3H",0,0,5,0,0,"",4,202,0
1,1,3,201,"RTU003_YX00201","1#差动保护_零序过流Ⅲ段跳闸","D4H","D4H",0,0,5,0,0,"",4,202,0
1,1,3,202,"RTU003_YX00202","1#差动保护_低压零序定时限过流跳闸","D5H","D5H",0,0,5,0,0,"",4,202,0
1,1,3,203,"RTU003_YX00203","1#差动保护_低压零序反时限过流跳闸","D6H","D6H",0,0,5,0,0,"",4,202,0
1,1,3,204,"RTU003_YX00204","1#差动保护_低电压跳闸","D7H","D7H",0,0,5,0,0,"",4,202,0
1,1,3,205,"RTU003_YX00205","1#差动保护_过电压跳闸","D8H","D8H",0,0,5,0,0,"",4,202,0
1,1,3,206,"RTU003_YX00206","1#差动保护_重瓦斯跳闸","D9H","D9H",0,0,5,0,0,"",4,202,0
1,1,3,207,"RTU003_YX00207","1#差动保护_轻瓦斯告警","DAH","DAH",0,0,5,0,0,"",4,202,0
1,1,3,208,"RTU003_YX00208","1#差动保护_超温跳闸","DBH","DBH",0,0,5,0,0,"",4,202,0
1,1,3,209,"RTU003_YX00209","1#差动保护_温度告警","DCH","DCH",0,0,5,0,0,"",4,202,0
1,1,3,210,"RTU003_YX00210","1#差动保护_压力释放跳闸","DDH","DDH",0,0,5,0,0,"",4,202,0
1,1,3,211,"RTU003_YX00211","1#差动保护_非电量保护跳闸","DEH","DEH",0,0,5,0,0,"",4,202,0
1,1,3,212,"RTU003_YX00212","1#差动保护_控制回路断线","DFH","DFH",0,0,5,0,0,"",4,202,0
1,1,3,213,"RTU003_YX00213","1#差动保护_PT断线告警","E0H","E0H",0,0,5,0,0,"",4,202,0
1,1,3,214,"RTU003_YX00214","1#差动保护_CT断线告警","E1H","E1H",0,0,5,0,0,"",4,202,0
1,1,3,215,"RTU003_YX00215","1#差动保护_低频减载跳闸","E2H","E2H",0,0,5,0,0,"",4,202,0
1,1,3,216,"RTU003_YX00216","1#差动保护_差动速断跳闸","E3H","E3H",0,0,5,0,0,"",4,202,0
1,1,3,217,"RTU003_YX00217","1#差动保护_比率差动跳闸","E4H","E4H",0,0,5,0,0,"",4,202,0
1,1,3,218,"RTU003_YX00218","1#差动保护_差流越限告警","E5H","E5H",0,0,5,0,0,"",4,202,0
1,1,3,219,"RTU003_YX00219","1#差动保护_备用","E6H","E6H",0,0,5,0,0,"",4,202,0
1,1,3,220,"RTU003_YX00220","1#差动保护_备用","E7H","E7H",0,0,5,0,0,"",4,202,0
1,1,3,221,"RTU003_YX00221","1#差动保护_事故总信号","E8H","E8H",0,0,5,0,0,"",4,202,0
1,1,3,222,"RTU003_YX00222","1#差动保护_预告总信号","E9H","E9H",0,0,5,0,0,"",4,202,0
1,1,3,223,"RTU003_YX00223","1#差动保护_电流速断保护投退","190H","190H",0,0,1,0,0,"",4,202,0
1,1,3,224,"RTU003_YX00224","1#差动保护_限时电流速断保护投退","191H","191H",0,0,1,0,0,"",4,202,0
1,1,3,225,"RTU003_YX00225","1#差动保护_定时限过电流投退","192H","192H",0,0,1,0,0,"",4,202,0
1,1,3,226,"RTU003_YX00226","1#差动保护_电流速断复压闭锁投退","193H","193H",0,0,1,0,0,"",4,202,0
1,1,3,227,"RTU003_YX00227","1#差动保护_限时电流速断复压闭锁投退","194H","194H",0,0,1,0,0,"",4,202,0
