;遥信表
;所属厂站,所属通道,所属RTU,编号,名称,描述,地址,备地址,所属间隔,所属设备,点类型,人工置数值,挂牌号,画面名称,属性,报警属性,统计属性
1,1,1,18,1#高后备保护_YX00018,MTPR_840Hb_CH_IEC104_V1.00.03_零流保护压板,12H,12H,0,0,0,0,0,,4,202,0
1,1,1,19,1#高后备保护_YX00019,MTPR_840Hb_CH_IEC104_V1.00.03_过流保护压板,13H,13H,0,0,0,0,0,,4,202,0
1,1,1,20,1#高后备保护_YX00020,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅰ段T1动作,C8H,C8H,0,0,5,0,0,,4,202,0
1,1,1,21,1#高后备保护_YX00021,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅰ段T2动作,C9H,C9H,0,0,5,0,0,,4,202,0
1,1,1,22,1#高后备保护_YX00022,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅰ段T3动作,CAH,CAH,0,0,5,0,0,,4,202,0
1,1,1,23,1#高后备保护_YX00023,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅱ段T1动作,CBH,CBH,0,0,5,0,0,,4,202,0
1,1,1,24,1#高后备保护_YX00024,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅱ段T2动作,CCH,CCH,0,0,5,0,0,,4,202,0
1,1,1,25,1#高后备保护_YX00025,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅱ段T3动作,CDH,CDH,0,0,5,0,0,,4,202,0
1,1,1,26,1#高后备保护_YX00026,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅲ段T1动作,CEH,CEH,0,0,5,0,0,,4,202,0
1,1,1,27,1#高后备保护_YX00027,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅲ段T2动作,CFH,CFH,0,0,5,0,0,,4,202,0
1,1,1,28,1#高后备保护_YX00028,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅲ段T3动作,D0H,D0H,0,0,5,0,0,,4,202,0
1,1,1,29,1#高后备保护_YX00029,MTPR_840Hb_CH_IEC104_V1.00.03_零序Ⅰ段T1动作,D1H,D1H,0,0,5,0,0,,4,202,0
1,1,1,30,1#高后备保护_YX00030,MTPR_840Hb_CH_IEC104_V1.00.03_零序Ⅰ段T2动作,D2H,D2H,0,0,5,0,0,,4,202,0
1,1,1,31,1#高后备保护_YX00031,MTPR_840Hb_CH_IEC104_V1.00.03_零序Ⅰ段T3动作,D3H,D3H,0,0,5,0,0,,4,202,0
1,1,1,32,1#高后备保护_YX00032,MTPR_840Hb_CH_IEC104_V1.00.03_零序Ⅱ段T1动作,D4H,D4H,0,0,5,0,0,,4,202,0
1,1,1,33,1#高后备保护_YX00033,MTPR_840Hb_CH_IEC104_V1.00.03_零序Ⅱ段T2动作,D5H,D5H,0,0,5,0,0,,4,202,0
1,1,1,34,1#高后备保护_YX00034,MTPR_840Hb_CH_IEC104_V1.00.03_零序Ⅱ段T3动作,D6H,D6H,0,0,5,0,0,,4,202,0
1,1,1,35,1#高后备保护_YX00035,MTPR_840Hb_CH_IEC104_V1.00.03_过负荷动作,D7H,D7H,0,0,5,0,0,,4,202,0
1,1,1,36,1#高后备保护_YX00036,MTPR_840Hb_CH_IEC104_V1.00.03_间隙过流T1动作,D8H,D8H,0,0,5,0,0,,4,202,0
1,1,1,37,1#高后备保护_YX00037,MTPR_840Hb_CH_IEC104_V1.00.03_间隙过流T2动作,D9H,D9H,0,0,5,0,0,,4,202,0
1,1,1,38,1#高后备保护_YX00038,MTPR_840Hb_CH_IEC104_V1.00.03_间隙过压T1动作,DAH,DAH,0,0,5,0,0,,4,202,0
1,1,1,39,1#高后备保护_YX00039,MTPR_840Hb_CH_IEC104_V1.00.03_间隙过压T2动作,DBH,DBH,0,0,5,0,0,,4,202,0
1,1,1,40,1#高后备保护_YX00040,MTPR_840Hb_CH_IEC104_V1.00.03_间隙并联输出T1,DCH,DCH,0,0,5,0,0,,4,202,0
1,1,1,41,1#高后备保护_YX00041,MTPR_840Hb_CH_IEC104_V1.00.03_间隙并联输出T2,DDH,DDH,0,0,5,0,0,,4,202,0
1,1,1,42,1#高后备保护_YX00042,MTPR_840Hb_CH_IEC104_V1.00.03_启动风冷动作,DEH,DEH,0,0,5,0,0,,4,202,0
1,1,1,43,1#高后备保护_YX00043,MTPR_840Hb_CH_IEC104_V1.00.03_闭锁调压动作,DFH,DFH,0,0,5,0,0,,4,202,0
1,1,1,44,1#高后备保护_YX00044,MTPR_840Hb_CH_IEC104_V1.00.03_零序选跳外变,E0H,E0H,0,0,5,0,0,,4,202,0
1,1,1,45,1#高后备保护_YX00045,MTPR_840Hb_CH_IEC104_V1.00.03_外变跳本变保护,E1H,E1H,0,0,5,0,0,,4,202,0
1,1,1,46,1#高后备保护_YX00046,MTPR_840Hb_CH_IEC104_V1.00.03_CT断线告警,E2H,E2H,0,0,5,0,0,,4,202,0
1,1,1,47,1#高后备保护_YX00047,MTPR_840Hb_CH_IEC104_V1.00.03_PT断线告警,E3H,E3H,0,0,5,0,0,,4,202,0
1,1,1,48,1#高后备保护_YX00048,MTPR_840Hb_CH_IEC104_V1.00.03_复合电压动作,E4H,E4H,0,0,5,0,0,,4,202,0
1,1,1,49,1#高后备保护_YX00049,MTPR_840Hb_CH_IEC104_V1.00.03_备用,E5H,E5H,0,0,0,0,0,,4,202,0
1,1,1,50,1#高后备保护_YX00050,MTPR_840Hb_CH_IEC104_V1.00.03_备用,E6H,E6H,0,0,0,0,0,,4,202,0
1,1,1,51,1#高后备保护_YX00051,MTPR_840Hb_CH_IEC104_V1.00.03_备用,E7H,E7H,0,0,0,0,0,,4,202,0
1,1,1,52,1#高后备保护_YX00052,MTPR_840Hb_CH_IEC104_V1.00.03_事故总信号,E8H,E8H,0,0,3,0,0,,4,202,0
1,1,1,53,1#高后备保护_YX00053,MTPR_840Hb_CH_IEC104_V1.00.03_预告总信号,E9H,E9H,0,0,4,0,0,,4,202,0
1,1,1,54,1#高后备保护_YX00054,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅰ段投退,190H,190H,0,0,7,0,0,,4,202,0
1,1,1,55,1#高后备保护_YX00055,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅱ段投退,191H,191H,0,0,7,0,0,,4,202,0
1,1,1,56,1#高后备保护_YX00056,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅲ段投退,192H,192H,0,0,7,0,0,,4,202,0
1,1,1,57,1#高后备保护_YX00057,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅰ段方向投退,193H,193H,0,0,7,0,0,,4,202,0
1,1,1,58,1#高后备保护_YX00058,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅱ段方向投退,194H,194H,0,0,7,0,0,,4,202,0
1,1,1,59,1#高后备保护_YX00059,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅲ段方向投退,195H,195H,0,0,7,0,0,,4,202,0
1,1,1,60,1#高后备保护_YX00060,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅰ复压闭锁投退,196H,196H,0,0,7,0,0,,4,202,0
1,1,1,61,1#高后备保护_YX00061,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅱ复压闭锁投退,197H,197H,0,0,7,0,0,,4,202,0
1,1,1,62,1#高后备保护_YX00062,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅲ复压闭锁投退,198H,198H,0,0,7,0,0,,4,202,0
1,1,1,63,1#高后备保护_YX00063,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流Ⅰ段投退,199H,199H,0,0,7,0,0,,4,202,0
1,1,1,64,1#高后备保护_YX00064,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流Ⅱ段投退,19AH,19AH,0,0,7,0,0,,4,202,0
1,1,1,65,1#高后备保护_YX00065,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流Ⅰ段方向投退,19BH,19BH,0,0,7,0,0,,4,202,0
1,1,1,66,1#高后备保护_YX00066,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流Ⅱ段方向投退,19CH,19CH,0,0,7,0,0,,4,202,0
1,1,1,67,1#高后备保护_YX00067,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流ⅠU0闭锁投退,19DH,19DH,0,0,7,0,0,,4,202,0
1,1,1,68,1#高后备保护_YX00068,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流ⅡU0闭锁投退,19EH,19EH,0,0,7,0,0,,4,202,0
1,1,1,69,1#高后备保护_YX00069,MTPR_840Hb_CH_IEC104_V1.00.03_过负荷投退,19FH,19FH,0,0,7,0,0,,4,202,0
1,1,1,70,1#高后备保护_YX00070,MTPR_840Hb_CH_IEC104_V1.00.03_间隙零序过流投退,1A0H,1A0H,0,0,7,0,0,,4,202,0
1,1,1,71,1#高后备保护_YX00071,MTPR_840Hb_CH_IEC104_V1.00.03_间隙零序过压投退,1A1H,1A1H,0,0,7,0,0,,4,202,0
1,1,1,72,1#高后备保护_YX00072,MTPR_840Hb_CH_IEC104_V1.00.03_间隙零序过压零序有流闭锁投退,1A2H,1A2H,0,0,7,0,0,,4,202,0
1,1,1,73,1#高后备保护_YX00073,MTPR_840Hb_CH_IEC104_V1.00.03_间隙并联输出功能投退,1A3H,1A3H,0,0,7,0,0,,4,202,0
1,1,1,74,1#高后备保护_YX00074,MTPR_840Hb_CH_IEC104_V1.00.03_启动风冷投退,1A4H,1A4H,0,0,7,0,0,,4,202,0
1,1,1,75,1#高后备保护_YX00075,MTPR_840Hb_CH_IEC104_V1.00.03_闭锁调压投退,1A5H,1A5H,0,0,7,0,0,,4,202,0
1,1,1,76,1#高后备保护_YX00076,MTPR_840Hb_CH_IEC104_V1.00.03_零序选跳外变投退,1A6H,1A6H,0,0,7,0,0,,4,202,0
1,1,1,77,1#高后备保护_YX00077,MTPR_840Hb_CH_IEC104_V1.00.03_外变跳本变投退,1A7H,1A7H,0,0,7,0,0,,4,202,0
1,1,1,78,1#高后备保护_YX00078,MTPR_840Hb_CH_IEC104_V1.00.03_另侧复合电压闭锁投退,1A8H,1A8H,0,0,7,0,0,,4,202,0
1,1,1,79,1#高后备保护_YX00079,MTPR_840Hb_CH_IEC104_V1.00.03_复合电压闭锁输出投退,1A9H,1A9H,0,0,7,0,0,,4,202,0
1,1,1,80,1#高后备保护_YX00080,MTPR_840Hb_CH_IEC104_V1.00.03_PT断线告警投退,1AAH,1AAH,0,0,7,0,0,,4,202,0
1,1,1,81,1#高后备保护_YX00081,MTPR_840Hb_CH_IEC104_V1.00.03_PT断线闭锁投退,1ABH,1ABH,0,0,7,0,0,,4,202,0
1,1,1,82,1#高后备保护_YX00082,MTPR_840Hb_CH_IEC104_V1.00.03_CT断线告警投退,1ACH,1ACH,0,0,7,0,0,,4,202,0
1,1,2,83,1#低后备保护_YX00083,MTPR_850Hb_CH_IEC104_V1.00.03_断路器位置,1H,1H,0,0,1,0,0,,4,202,0
1,1,2,84,1#低后备保护_YX00084,MTPR_850Hb_CH_IEC104_V1.00.03_小车工作位置,2H,2H,0,0,34,0,0,,4,202,0
1,1,2,85,1#低后备保护_YX00085,MTPR_850Hb_CH_IEC104_V1.00.03_小车试验位置,3H,3H,0,0,35,0,0,,4,202,0
1,1,2,86,1#低后备保护_YX00086,MTPR_850Hb_CH_IEC104_V1.00.03_接地刀位置,4H,4H,0,0,0,0,0,,4,202,0
1,1,2,87,1#低后备保护_YX00087,MTPR_850Hb_CH_IEC104_V1.00.03_弹簧未储能,5H,5H,0,0,0,0,0,,4,202,0
1,1,2,88,1#低后备保护_YX00088,MTPR_850Hb_CH_IEC104_V1.00.03_另侧复合电压,6H,6H,0,0,0,0,0,,4,202,0
1,1,2,89,1#低后备保护_YX00089,MTPR_850Hb_CH_IEC104_V1.00.03_开入7,7H,7H,0,0,0,0,0,,4,202,0
1,1,2,90,1#低后备保护_YX00090,MTPR_850Hb_CH_IEC104_V1.00.03_开入8,8H,8H,0,0,0,0,0,,4,202,0
1,1,2,91,1#低后备保护_YX00091,MTPR_850Hb_CH_IEC104_V1.00.03_开入9,9H,9H,0,0,0,0,0,,4,202,0
1,1,2,92,1#低后备保护_YX00092,MTPR_850Hb_CH_IEC104_V1.00.03_开入10,AH,AH,0,0,0,0,0,,4,202,0
1,1,2,93,1#低后备保护_YX00093,MTPR_850Hb_CH_IEC104_V1.00.03_开入11,BH,BH,0,0,0,0,0,,4,202,0
1,1,2,94,1#低后备保护_YX00094,MTPR_850Hb_CH_IEC104_V1.00.03_开入12,CH,CH,0,0,0,0,0,,4,202,0
1,1,2,95,1#低后备保护_YX00095,MTPR_850Hb_CH_IEC104_V1.00.03_手跳入,DH,DH,0,0,0,0,0,,4,202,0
1,1,2,96,1#低后备保护_YX00096,MTPR_850Hb_CH_IEC104_V1.00.03_手合入,EH,EH,0,0,0,0,0,,4,202,0
1,1,2,97,1#低后备保护_YX00097,MTPR_850Hb_CH_IEC104_V1.00.03_操作回路,FH,FH,0,0,0,0,0,,4,202,0
1,1,2,98,1#低后备保护_YX00098,MTPR_850Hb_CH_IEC104_V1.00.03_开入13,10H,10H,0,0,0,0,0,,4,202,0
1,1,2,99,1#低后备保护_YX00099,MTPR_850Hb_CH_IEC104_V1.00.03_开入14,11H,11H,0,0,0,0,0,,4,202,0
1,1,2,100,1#低后备保护_YX00100,MTPR_850Hb_CH_IEC104_V1.00.03_充电保护压板,12H,12H,0,0,0,0,0,,4,202,0
1,1,2,101,1#低后备保护_YX00101,MTPR_850Hb_CH_IEC104_V1.00.03_过流保护压板,13H,13H,0,0,0,0,0,,4,202,0
1,1,2,102,1#低后备保护_YX00102,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅰ段T1动作,C8H,C8H,0,0,5,0,0,,4,202,0
1,1,2,103,1#低后备保护_YX00103,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅰ段T2动作,C9H,C9H,0,0,5,0,0,,4,202,0
1,1,2,104,1#低后备保护_YX00104,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅰ段T3动作,CAH,CAH,0,0,5,0,0,,4,202,0
1,1,2,105,1#低后备保护_YX00105,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅱ段T1动作,CBH,CBH,0,0,5,0,0,,4,202,0
1,1,2,106,1#低后备保护_YX00106,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅱ段T2动作,CCH,CCH,0,0,5,0,0,,4,202,0
1,1,2,107,1#低后备保护_YX00107,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅱ段T3动作,CDH,CDH,0,0,5,0,0,,4,202,0
1,1,2,108,1#低后备保护_YX00108,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅲ段T1动作,CEH,CEH,0,0,5,0,0,,4,202,0
1,1,2,109,1#低后备保护_YX00109,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅲ段T2动作,CFH,CFH,0,0,5,0,0,,4,202,0
1,1,2,110,1#低后备保护_YX00110,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅲ段T3动作,D0H,D0H,0,0,5,0,0,,4,202,0
1,1,2,111,1#低后备保护_YX00111,MTPR_850Hb_CH_IEC104_V1.00.03_零序电压告警,D1H,D1H,0,0,5,0,0,,4,202,0
1,1,2,112,1#低后备保护_YX00112,MTPR_850Hb_CH_IEC104_V1.00.03_母充保护动作,D2H,D2H,0,0,5,0,0,,4,202,0
1,1,2,113,1#低后备保护_YX00113,MTPR_850Hb_CH_IEC104_V1.00.03_零序过流动作,D3H,D3H,0,0,5,0,0,,4,202,0
1,1,2,114,1#低后备保护_YX00114,MTPR_850Hb_CH_IEC104_V1.00.03_过负荷动作,D4H,D4H,0,0,5,0,0,,4,202,0
1,1,2,115,1#低后备保护_YX00115,MTPR_850Hb_CH_IEC104_V1.00.03_启动风冷动作,D5H,D5H,0,0,5,0,0,,4,202,0
1,1,2,116,1#低后备保护_YX00116,MTPR_850Hb_CH_IEC104_V1.00.03_闭锁调压动作,D6H,D6H,0,0,5,0,0,,4,202,0
1,1,2,117,1#低后备保护_YX00117,MTPR_850Hb_CH_IEC104_V1.00.03_CT断线告警,D7H,D7H,0,0,5,0,0,,4,202,0
1,1,2,118,1#低后备保护_YX00118,MTPR_850Hb_CH_IEC104_V1.00.03_PT断线告警,D8H,D8H,0,0,5,0,0,,4,202,0
1,1,2,119,1#低后备保护_YX00119,MTPR_850Hb_CH_IEC104_V1.00.03_复合电压动作,D9H,D9H,0,0,5,0,0,,4,202,0
1,1,2,120,1#低后备保护_YX00120,MTPR_850Hb_CH_IEC104_V1.00.03_备用,DAH,DAH,0,0,0,0,0,,4,202,0
1,1,2,121,1#低后备保护_YX00121,MTPR_850Hb_CH_IEC104_V1.00.03_备用,DBH,DBH,0,0,0,0,0,,4,202,0
1,1,2,122,1#低后备保护_YX00122,MTPR_850Hb_CH_IEC104_V1.00.03_事故总信号,DCH,DCH,0,0,3,0,0,,4,202,0
1,1,2,123,1#低后备保护_YX00123,MTPR_850Hb_CH_IEC104_V1.00.03_预告总信号,DDH,DDH,0,0,4,0,0,,4,202,0
1,1,2,124,1#低后备保护_YX00124,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅰ段投退,190H,190H,0,0,1,0,0,,4,202,0
1,1,2,125,1#低后备保护_YX00125,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅱ段投退,191H,191H,0,0,1,0,0,,4,202,0
1,1,2,126,1#低后备保护_YX00126,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅲ段投退,192H,192H,0,0,1,0,0,,4,202,0
1,1,2,127,1#低后备保护_YX00127,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅰ段方向投退,193H,193H,0,0,1,0,0,,4,202,0
1,1,2,128,1#低后备保护_YX00128,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅱ段方向投退,194H,194H,0,0,1,0,0,,4,202,0
1,1,2,129,1#低后备保护_YX00129,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅲ段方向投退,195H,195H,0,0,1,0,0,,4,202,0
1,1,2,130,1#低后备保护_YX00130,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅰ复压闭锁投退,196H,196H,0,0,1,0,0,,4,202,0
1,1,2,131,1#低后备保护_YX00131,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅱ复压闭锁投退,197H,197H,0,0,1,0,0,,4,202,0
1,1,2,132,1#低后备保护_YX00132,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅲ复压闭锁投退,198H,198H,0,0,1,0,0,,4,202,0
1,1,2,133,1#低后备保护_YX00133,MTPR_850Hb_CH_IEC104_V1.00.03_零序电压告警投退,199H,199H,0,0,1,0,0,,4,202,0
1,1,2,134,1#低后备保护_YX00134,MTPR_850Hb_CH_IEC104_V1.00.03_母线充电保护投退,19AH,19AH,0,0,1,0,0,,4,202,0
1,1,2,135,1#低后备保护_YX00135,MTPR_850Hb_CH_IEC104_V1.00.03_零序过流保护投退,19BH,19BH,0,0,1,0,0,,4,202,0
1,1,2,136,1#低后备保护_YX00136,MTPR_850Hb_CH_IEC104_V1.00.03_过负荷投退,19CH,19CH,0,0,1,0,0,,4,202,0
1,1,2,137,1#低后备保护_YX00137,MTPR_850Hb_CH_IEC104_V1.00.03_启动风冷投退,19DH,19DH,0,0,1,0,0,,4,202,0
1,1,2,138,1#低后备保护_YX00138,MTPR_850Hb_CH_IEC104_V1.00.03_闭锁调压投退,19EH,19EH,0,0,1,0,0,,4,202,0
1,1,2,139,1#低后备保护_YX00139,MTPR_850Hb_CH_IEC104_V1.00.03_另侧复合电压闭锁投退,19FH,19FH,0,0,1,0,0,,4,202,0
1,1,2,140,1#低后备保护_YX00140,MTPR_850Hb_CH_IEC104_V1.00.03_复合电压闭锁输出投退,1A0H,1A0H,0,0,1,0,0,,4,202,0
1,1,2,141,1#低后备保护_YX00141,MTPR_850Hb_CH_IEC104_V1.00.03_PT断线告警投退,1A1H,1A1H,0,0,1,0,0,,4,202,0
1,1,2,142,1#低后备保护_YX00142,MTPR_850Hb_CH_IEC104_V1.00.03_PT断线闭锁投退,1A2H,1A2H,0,0,1,0,0,,4,202,0
1,1,2,143,1#低后备保护_YX00143,MTPR_850Hb_CH_IEC104_V1.00.03_CT断线告警投退,1A3H,1A3H,0,0,1,0,0,,4,202,0
1,1,3,144,1#差动保护_YX00144,MTPR_830Hb_CH_IEC104_V1.00.02_本体重瓦斯信号,1H,1H,0,0,0,0,0,,4,202,0
1,1,3,145,1#差动保护_YX00145,MTPR_830Hb_CH_IEC104_V1.00.02_调压重瓦斯信号,2H,2H,0,0,0,0,0,,4,202,0
1,1,3,146,1#差动保护_YX00146,MTPR_830Hb_CH_IEC104_V1.00.02_压力释放信号,3H,3H,0,0,0,0,0,,4,202,0
1,1,3,147,1#差动保护_YX00147,MTPR_830Hb_CH_IEC104_V1.00.02_备用非电量信号,4H,4H,0,0,0,0,0,,4,202,0
1,1,3,148,1#差动保护_YX00148,MTPR_830Hb_CH_IEC104_V1.00.02_本体轻瓦斯信号,5H,5H,0,0,0,0,0,,4,202,0
1,1,3,149,1#差动保护_YX00149,MTPR_830Hb_CH_IEC104_V1.00.02_调压轻瓦斯信号,6H,6H,0,0,0,0,0,,4,202,0
1,1,3,150,1#差动保护_YX00150,MTPR_830Hb_CH_IEC104_V1.00.02_油温高信号,7H,7H,0,0,0,0,0,,4,202,0
1,1,3,151,1#差动保护_YX00151,MTPR_830Hb_CH_IEC104_V1.00.02_油位低信号,8H,8H,0,0,0,0,0,,4,202,0
1,1,3,152,1#差动保护_YX00152,MTPR_830Hb_CH_IEC104_V1.00.02_冷控失电信号,9H,9H,0,0,0,0,0,,4,202,0
1,1,3,153,1#差动保护_YX00153,MTPR_830Hb_CH_IEC104_V1.00.02_开入10,AH,AH,0,0,0,0,0,,4,202,0
1,1,3,154,1#差动保护_YX00154,MTPR_830Hb_CH_IEC104_V1.00.02_开入11,BH,BH,0,0,0,0,0,,4,202,0
1,1,3,155,1#差动保护_YX00155,MTPR_830Hb_CH_IEC104_V1.00.02_开入12,CH,CH,0,0,0,0,0,,4,202,0
1,1,3,156,1#差动保护_YX00156,MTPR_830Hb_CH_IEC104_V1.00.02_备用,DH,DH,0,0,0,0,0,,4,202,0
1,1,3,157,1#差动保护_YX00157,MTPR_830Hb_CH_IEC104_V1.00.02_备用,EH,EH,0,0,0,0,0,,4,202,0
1,1,3,158,1#差动保护_YX00158,MTPR_830Hb_CH_IEC104_V1.00.02_备用,FH,FH,0,0,0,0,0,,4,202,0
1,1,3,159,1#差动保护_YX00159,MTPR_830Hb_CH_IEC104_V1.00.02_备用,10H,10H,0,0,0,0,0,,4,202,0
1,1,3,160,1#差动保护_YX00160,MTPR_830Hb_CH_IEC104_V1.00.02_开入13,11H,11H,0,0,0,0,0,,4,202,0
1,1,3,161,1#差动保护_YX00161,MTPR_830Hb_CH_IEC104_V1.00.02_开入14,12H,12H,0,0,0,0,0,,4,202,0
1,1,3,162,1#差动保护_YX00162,MTPR_830Hb_CH_IEC104_V1.00.02_开入15,13H,13H,0,0,0,0,0,,4,202,0
1,1,3,163,1#差动保护_YX00163,MTPR_830Hb_CH_IEC104_V1.00.02_差动保护压板信号,14H,14H,0,0,0,0,0,,4,202,0
1,1,3,164,1#差动保护_YX00164,MTPR_830Hb_CH_IEC104_V1.00.02_差动速断动作,C8H,C8H,0,0,5,0,0,,4,202,0
1,1,3,165,1#差动保护_YX00165,MTPR_830Hb_CH_IEC104_V1.00.02_比率差动动作,C9H,C9H,0,0,5,0,0,,4,202,0
1,1,3,166,1#差动保护_YX00166,MTPR_830Hb_CH_IEC104_V1.00.02_差流越限告警,CAH,CAH,0,0,5,0,0,,4,202,0
1,1,3,167,1#差动保护_YX00167,MTPR_830Hb_CH_IEC104_V1.00.02_CT断线告警,CBH,CBH,0,0,5,0,0,,4,202,0
1,1,3,168,1#差动保护_YX00168,MTPR_830Hb_CH_IEC104_V1.00.02_本体重瓦斯,CCH,CCH,0,0,5,0,0,,4,202,0
1,1,3,169,1#差动保护_YX00169,MTPR_830Hb_CH_IEC104_V1.00.02_调压重瓦斯,CDH,CDH,0,0,5,0,0,,4,202,0
1,1,3,170,1#差动保护_YX00170,MTPR_830Hb_CH_IEC104_V1.00.02_压力释放,CEH,CEH,0,0,5,0,0,,4,202,0
1,1,3,171,1#差动保护_YX00171,MTPR_830Hb_CH_IEC104_V1.00.02_备用非电量,CFH,CFH,0,0,5,0,0,,4,202,0
1,1,3,172,1#差动保护_YX00172,MTPR_830Hb_CH_IEC104_V1.00.02_本体轻瓦斯,D0H,D0H,0,0,5,0,0,,4,202,0
1,1,3,173,1#差动保护_YX00173,MTPR_830Hb_CH_IEC104_V1.00.02_调压轻瓦斯,D1H,D1H,0,0,5,0,0,,4,202,0
1,1,3,174,1#差动保护_YX00174,MTPR_830Hb_CH_IEC104_V1.00.02_油温高,D2H,D2H,0,0,5,0,0,,4,202,0
